FACILITY ID,FACILITY NAME,REGION,PROGRAM CATEGORY,ASSIGNED CATEGORY,COMMUNITY TYPE,FEDERAL FACILITY,NPDES ASSESSMENT,WDR ASSESSMENT,CS ASSESSMENT,wdid,npdes_permit_number,order_number,pop_cwns,pop_cwns_2042,pop_sso_csv,pop_covid,pop_served_csv,pop_source_csv,pop_growth_rate,wdid_sso,pop_served_via_rwb,pop_final,pop_final_source,pop_final_rwb_preferred,pop_final_rwb_preferred_source
656349,Riverland RV Resort Wastewater Treatment Facility,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5C54NC00291,NA,2014-0153-DWQ,104,158,NA,NA,104,CWNS,2.11,NA,NA,104,pop_cwns,104,pop_cwns
807214,Riverstone WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5B10NC00072,NA,R5-2015-0018,1043,1064,NA,NA,1043,CWNS,0.1,NA,NA,1043,pop_cwns,1043,pop_cwns
852291,Rosedale Village Mobile Home Park OWTS,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5C15NC00259,NA,2014-0153-DWQ,104,158,NA,NA,104,CWNS,2.11,NA,NA,104,pop_cwns,104,pop_cwns
759028,SCICON WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5C54NC00314,NA,97-010-DWQ,1043,1064,NA,NA,1043,CWNS,0.1,NA,NA,1043,pop_cwns,1043,pop_cwns
273187,SKF CSD WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5D100104001,NA,5-01-255,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
254987,Sacramento River RV Park,5,WDR,RV,TRANSIENT,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255081,Salida WWTP,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5C500107001,NA,92-036,104,158,NA,NA,104,CWNS,2.11,NA,NA,104,pop_cwns,104,pop_cwns
255110,Salt Creek Conservation Camp,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273132,San Joaquin WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5D100116001,NA,R5-2007-0100,1043,1064,NA,NA,1043,CWNS,0.1,NA,NA,1043,pop_cwns,1043,pop_cwns
260176,San Luis Hills WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5C240116001,NA,93-031,104,158,NA,NA,104,CWNS,2.11,NA,NA,104,pop_cwns,104,pop_cwns
255535,Sandy Mush WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5C240109003,NA,90-014,1043,1064,NA,NA,1043,CWNS,0.1,NA,NA,1043,pop_cwns,1043,pop_cwns
273133,Sanger WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5D100115001,NA,R5-2014-0004,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
273186,Santa Nella WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5C240113001,NA,88-104,104,158,NA,NA,104,CWNS,2.11,NA,NA,104,pop_cwns,104,pop_cwns
256307,Sequoia Dawn Apartments WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256309,Sequoia Field WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5D540135001,NA,98-166,1043,1064,NA,NA,1043,CWNS,0.1,NA,NA,1043,pop_cwns,1043,pop_cwns
256316,Sequoia Woods/Mountain Retreat WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256531,Shadow Lake Mobile Home Park LLC/WWTP,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5B391023001,NA,2014-0153-DWQ,104,158,NA,NA,104,CWNS,2.11,NA,NA,104,pop_cwns,104,pop_cwns
256543,Shady Glen Mobile Home Park,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256545,Shady Lakes MHP,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5D101035001,NA,75-079,1043,1064,NA,NA,1043,CWNS,0.1,NA,NA,1043,pop_cwns,1043,pop_cwns
256606,Shasta College Sewage Disposal Pond,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5A450110001,NA,2014-0153-DWQ,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
273153,Sherwood MHP WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5D101004001,NA,94-223,104,158,NA,NA,104,CWNS,2.11,NA,NA,104,pop_cwns,104,pop_cwns
256920,Sierra Conservation CTR-WWTP-1 (NON15),5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5C550801001,NA,5-01-017,1043,1064,NA,NA,1043,CWNS,0.1,NA,NA,1043,pop_cwns,1043,pop_cwns
273188,Sierra High School WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5C101003001,NA,2014-0153-DWQ,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
256972,Sierra Ridge WWTP,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5B051013001,NA,5-01-056,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
273154,Sierra Shadows WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5D541014001,NA,97-010-DWQ,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
257387,Skyview Terrace MHP,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5A311050001,NA,R5-2002-0140,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
273189,Snelling WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5C240111001,NA,85-155,6906,7110,NA,NA,6906,CWNS,0.15,NA,NA,6906,pop_cwns,6906,pop_cwns
243821,Snowflower RV Resort,5,WDR,RV,TRANSIENT,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253236,Sonora Estates Manufactured Housing Community,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5C551012001,NA,R5-2002-0069,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
257763,Sonora Regional WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5C550106004,NA,94-192,NA,NA,16490,NA,16490,SSO,NA,NA,NA,16490,pop_sso_csv,16490,pop_sso_csv
257927,Southeast Regional WW System,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5A170102002,NA,96-166,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
258004,Southworth Ranch Estates WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258043,Spanish Flat WWT & Disposal Facility,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5A280108001,NA,93-236,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
258207,Spring Valley School,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5A040112001,NA,2014-0153-DWQ,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
273190,Springville WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5D540130001,NA,96-195,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
872049,Stockton Verde Mobile Home Park WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5B39NC00309,NA,2014-0153-DWQ,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
258743,Stoco WWTF,5,WDR,RT,TRANSIENT,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273135,Stratford WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5D160105001,NA,2014-0153-DWQ,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
273192,Strathmore  WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5D540108001,NA,R5-2016-0061,104,158,NA,NA,104,CWNS,2.11,NA,NA,104,pop_cwns,104,pop_cwns
259335,Sugar Pine Conservation Camp,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5A450801002,NA,2014-0153-DWQ,1043,1064,NA,NA,1043,CWNS,0.1,NA,NA,1043,pop_cwns,1043,pop_cwns
259336,Sugar Pine OWTS,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5B20UR00001,NA,97-010-DWQ,104,158,NA,NA,104,CWNS,2.11,NA,NA,104,pop_cwns,104,pop_cwns
214575,Sun NG Cisco Grove RV LLC,5,WDR,RV,TRANSIENT,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259717,Sutter Creek WWTP,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5B030104001,NA,94-152,1043,1064,NA,NA,1043,CWNS,0.1,NA,NA,1043,pop_cwns,1043,pop_cwns
262797,Taft Federal Prison WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5C15NC00101,NA,R5-2009-0054,104,158,NA,NA,104,CWNS,2.11,NA,NA,104,pop_cwns,104,pop_cwns
214665,Taft WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5C15NC00095,NA,5-00-080 (N15),1043,1064,NA,NA,1043,CWNS,0.1,NA,NA,1043,pop_cwns,1043,pop_cwns
262914,Tanwood Manufactuing Housing Community,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5B05NP00013,NA,95-223,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
262987,Taylorsville STP,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5A320104007,NA,2014-0153-DWQ,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
821955,Teen Challenge of Southern California,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5C10NC00156,NA,97-010-DWQ,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
263072,Tehachapi Correctional Inst WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5D150803001,NA,R5-2011-0007,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
273136,Tehachapi WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5D150116001,NA,92-047,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
740731,Tejon Industrial Complex East WWTF,5,WDR,RT,TRANSIENT,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273156,Tejon Industrial Complex West WWTF,5,WDR,RT,TRANSIENT,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
739154,Tejon Mountain Village,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5C15NC00247,NA,R5-2019-0085,6007,6007,NA,NA,6007,CWNS,0,NA,NA,6007,pop_cwns,6007,pop_cwns
263168,Tenaya Lodge Wastewater Treatment Plant,5,WDR,RT,TRANSIENT,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273193,Terra Bella WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5D540109001,NA,95-029,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
817457,Tesoro Viejo Wastewater Treatment Plant,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5B20NC00105,NA,R5-2016-0057,104,158,NA,NA,104,CWNS,2.11,NA,NA,104,pop_cwns,104,pop_cwns
263469,The Oaks Commun Assoc-WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5B031002001,NA,2014-0153-DWQ,1043,1064,NA,NA,1043,CWNS,0.1,NA,NA,1043,pop_cwns,1043,pop_cwns
244531,The Preserve at Millerton Lake,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5B20NC00059,NA,2014-0153-DWQ,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
214771,The Ranch Subdivision,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270563,The Villas at Butte Creek WWTP,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5A04NC00001,NA,2014-0153-DWQ,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
263621,Thornton Farm Labor Camp,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5B390112001,NA,94-101,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
273194,Tipton WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5D540116001,NA,85-170,3780,3727,NA,NA,3780,CWNS,-0.07,NA,NA,3780,pop_cwns,3780,pop_cwns
264740,Tooleville WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5D540136001,NA,88-139,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
264829,Tower Park Marina & Tower Park Vilage,5,WDR,NA,COMMUNITY,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264856,Toyon Middle School,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5B050109001,NA,97-074,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
273195,Tranquillity WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266310,Traver WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5D540136003,NA,88-098,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
266720,Tuolumne City WWTP,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5C550104001,NA,R5-2019-0058,104,158,NA,NA,104,CWNS,2.11,NA,NA,104,pop_cwns,104,pop_cwns
857302,Tuscan Ridge Base Camp WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5A04NC00068,NA,2014-0153-DWQ,1043,1064,NA,NA,1043,CWNS,0.1,NA,NA,1043,pop_cwns,1043,pop_cwns
266795,Twain Harte WWTP,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5B55NC00004,NA,86-021,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
269983,Vallecito Conservation Camp,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5B051007001,NA,94-314,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
270105,Valley Springs SD WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270116,Valley View Conservation Camp,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5A110801001,NA,97-010-DWQ,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
270501,Villa East Apts,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751990,Vineyard RV Resort,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
273138,Visalia Water Reclamation Facility (WRF),5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5D540113001,NA,R5-2018-0046,NA,NA,3006,NA,3006,SSO,NA,NA,NA,3006,pop_sso_csv,3006,pop_sso_csv
271617,Wallace Lake Estates WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5B050107007,NA,2014-0153-DWQ,1064,761,250,NA,1064,CWNS+SSO,-1.66,NA,NA,1064,pop_cwns,1064,pop_cwns
271740,Wasco State Prison WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5D150803003,NA,90-217,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
273196,Wasco WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5D150117001,NA,R5-2002-0198,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
271750,Washington Ridge Cons. Camp,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5A290801001,NA,99-092,104,158,NA,NA,104,CWNS,2.11,NA,NA,104,pop_cwns,104,pop_cwns
271836,Waterford WWTP,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5C500113001,NA,94-273,1043,1064,NA,NA,1043,CWNS,0.1,NA,NA,1043,pop_cwns,1043,pop_cwns
271887,Wawona WWTF,5,WDR,Federal: Residential/transient,TRANSIENT,TRUE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271953,Weimar Institute WWTP,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272099,West Lane Mobile Home Park,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5B391021001,NA,89-234,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
272109,West Point WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5B05NC00025,NA,2014-0153-DWQ,632,632,NA,NA,632,CWNS,0,NA,NA,632,pop_cwns,632,pop_cwns
272138,West Valley High School,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272279,Westley Comm Sewage Trt Fac,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5C500111001,NA,93-087,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
272344,Westwood STP,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5A180102001,NA,R5-2019-0061,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
274505,White Wolf Wastewater Treatment Facility,5,WDR,Federal: Residential/transient,TRANSIENT,TRUE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272456,Whitehawk Ranch WWTP,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5A321018001,NA,2014-0153-DWQ,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
272537,Wild Wings Water Recycling Facility,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5A57NC00004,NA,R5-2002-0077,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
272563,Wildwood Est Leachfield,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5B03NC00004,NA,R5-2002-0168,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
272565,Wildwood MHP,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5C201006001,NA,R5-2002-0064,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
272716,Wilseyville Wastewater Treatment Plant,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5B052000001,NA,2014-0153-DWQ,104,158,NA,NA,104,CWNS,2.11,NA,NA,104,pop_cwns,104,pop_cwns
272758,Windflower Point STP,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5A171018001,NA,5-00-026,1043,1064,NA,NA,1043,CWNS,0.1,NA,NA,1043,pop_cwns,1043,pop_cwns
272837,Winters WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5A570104001,NA,R5-2002-0136,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
272919,Woodbridge SD-Sewage Treatment,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5B390109001,NA,93-213,4590,5101,NA,NA,4590,CWNS,0.53,NA,NA,4590,pop_cwns,4590,pop_cwns
273140,Woodlake WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5D540114001,NA,R5-2009-0103,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
272986,Woodville Farm Labor Center,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5D540112003,NA,82-006,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
273197,Woodville WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5D540115001,NA,86-108,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
272988,Woodward Bluffs MHP WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5D101036001,NA,96-285,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
655108,Yocha De He Golf Club,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274495,Yosemite Institute Crane Flat,5,WDR,Federal: Residential/transient,TRANSIENT,TRUE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274506,Yosemite Pine RV Park,5,WDR,RV,TRANSIENT,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274509,Yosemite South Coarsegold Ranch,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5C201015001,NA,98-027,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
882631,Yosemite Terrace Estates and Yosemite Westlake Campground and RV Park,5,WDR,RV,TRANSIENT,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274512,Yosemite Vista Estates,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5C551039001,NA,00-201,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
274513,Yosemite West MD WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5C221002001,NA,99-004,NA,NA,350,NA,350,SSO,NA,NA,NA,350,pop_sso_csv,350,pop_sso_csv
259689,Susanville CSD,6,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,6A181554001,CA0102695,R6T-2008-0022,2333,2333,9960,NA,2333,CWNS+SSO,0,NA,NA,2333,pop_cwns,2333,pop_cwns
270419,Victor Valley Wastewater Reclamation Authority WTP,6,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,6B360109001,CA0102822,R6V-2020-0028,48631,76460,251910,NA,48631,CWNS+SSO,2.29,NA,NA,48631,pop_cwns,48631,pop_cwns
630794,Adelanto CS,6,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6SSO11123,34238,34238,pop_served_via_rwb,34238,pop_served_via_rwb
630724,Alpine Springs County Water Di CS,6,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6SSO11101,2500,2500,pop_served_via_rwb,2500,pop_served_via_rwb
648950,Arrowbear Park CWD CS,6,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6SSO11493,1396,1396,pop_served_via_rwb,1396,pop_served_via_rwb
630800,Barstow CS,6,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6SSO11126,25442,25442,pop_served_via_rwb,25442,pop_served_via_rwb
630806,Big Pine Indian Res CS,6,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6SSO11128,NA,NA,NA,NA,NA
630818,Bishop CS,6,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6SSO11131,3879,3879,pop_served_via_rwb,3879,pop_served_via_rwb
630819,Boron CS,6,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6SSO11132,2253,2253,pop_served_via_rwb,2253,pop_served_via_rwb
630726,Bridgeport PUD CS,6,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6SSO11102,289,289,pop_served_via_rwb,289,pop_served_via_rwb
649194,CSA 42 CS (Oro Grande),6,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6SSO11376,357,357,pop_served_via_rwb,357,pop_served_via_rwb
649197,CSA 64 CS (Spring Valley Lake),6,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6SSO11379,14268,14268,pop_served_via_rwb,14268,pop_served_via_rwb
631087,CSA 82 CS (Trona & Pioneer Point),6,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6SSO11168,2267,2267,pop_served_via_rwb,2267,pop_served_via_rwb
649196,CSA S-7 CS (Lenwood),6,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6SSO11378,3544,3544,pop_served_via_rwb,3544,pop_served_via_rwb
649195,CSA-70SP2 (Oak Hills),6,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6SSO11377,870,870,pop_served_via_rwb,870,pop_served_via_rwb
630829,California City CS,6,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6SSO11135,14523,14523,pop_served_via_rwb,14523,pop_served_via_rwb
631101,"California State Prison, Los Angeles County CS",6,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6SSO11182,3550,3550,pop_served_via_rwb,3550,pop_served_via_rwb
630729,"Ccc @ Susanville, Csp-Lc CS",6,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6SSO11103,6500,6500,pop_served_via_rwb,6500,pop_served_via_rwb
630834,City Of Lancaster CS,6,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6SSO11136,176892,176892,pop_served_via_rwb,176892,pop_served_via_rwb
630836,City Of Palmdale CS,6,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6SSO11137,158600,158600,pop_served_via_rwb,158600,pop_served_via_rwb
645140,City of Hesperia CS,6,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6SSO11427,21098,21098,pop_served_via_rwb,21098,pop_served_via_rwb
644108,County Sanitation District No. 14 CS,6,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6SSO11393,214644,214644,pop_served_via_rwb,214644,pop_served_via_rwb
644121,County Sanitation District No. 20 CS,6,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6SSO11399,138119,138119,pop_served_via_rwb,138119,pop_served_via_rwb
